FAC_NO,FAC_NAME,Year,Gross_Outpatient_Percentage,Gross_Inpatient_Percentage,TYPE_CARE,HSA name,DSH hosp,lic bed size,TEACH_RURL,DAY_TOT,adj pat days,DIS_TOT,county name,COUNTY,OSHPD_ID,HOSPITAL,FY_Score,CY_Score
106382715.0,chinese hospital,1997,42.23112294701332,57.76887705298669,GENERAL ACUTE,,Non-DSH,50-99,,12385.0,21438.879604047437,2219.0,SAN FRANCISCO,SAN FRANCISCO,382715.0,chinese hospital,,1.19
106200692.0,chowchilla district memorial hospital,1997,45.84953640841298,54.15046359158702,GENERAL ACUTE,,DSH,1-49,Rural,6328.0,11685.957202004707,233.0,MADERA,MADERA,200692.0,chowchilla district memorial hospital,,0.98
106190413.0,citrus valley medical centeric campus,1997,19.710303358456983,80.28969664154302,GENERAL ACUTE,,Non-DSH,200-299,,55514.0,69142.12199336705,10633.0,LOS ANGELES,,,,,
106190636.0,citrus valley medical centerqv campus,1997,18.79314873952792,81.20685126047208,GENERAL ACUTE,,Non-DSH,200-299,,76486.0,94186.6342713746,18712.0,LOS ANGELES,,,,,
106100005.0,clovis community hospital,1997,35.6347837665181,64.3652162334819,GENERAL ACUTE,,Non-DSH,100-149,,12018.0,18671.575585802817,4331.0,FRESNO,,,,,
106100697.0,coalinga regional medical center,1997,41.35946639253456,58.64053360746545,GENERAL ACUTE,,Non-DSH,50-99,Rural,16603.0,28313.18028437295,1068.0,FRESNO,FRESNO,100697.0,coalinga regional medical center,,0.8
106190766.0,coast plaza doctors hospital,1997,28.54061412160625,71.45938587839376,GENERAL ACUTE,,Non-DSH,100-149,,15941.0,22307.776374019853,3649.0,LOS ANGELES,,,,,
106301258.0,coastal communities hospital,1997,23.2356433516462,76.76435664835381,GENERAL ACUTE,,DSH,150-199,,19889.0,25909.16001694455,3279.0,ORANGE,,,,,
106301155.0,college hospital costa mesa,1997,12.96589498420546,87.03410501579454,GENERAL ACUTE,,DSH,100-149,,29785.0,34222.216675399555,4450.0,ORANGE,ORANGE,301155.0,college hospital costa mesa,,0.83
106361144.0,columbia chino valley medical center,1997,32.27355557489409,67.72644442510591,GENERAL ACUTE,,Non-DSH,100-149,,24386.0,36006.614856279404,6380.0,SAN BERNARDINO,,,,,
106430779.0,columbia good samaritan hospital,1997,28.115921442730677,71.88407855726933,GENERAL ACUTE,,Non-DSH,500+,,78232.0,108830.77528450664,20327.0,SANTA CLARA,,,,,
106490964.0,columbia healdsburg general hospital,1997,45.04221509984311,54.957784900156895,GENERAL ACUTE,,Non-DSH,1-49,Rural,9065.0,16494.478473738705,1868.0,SONOMA,,,,,
106301209.0,columbia huntington beach hosp  med ctr,1997,36.13438188493257,63.86561811506743,GENERAL ACUTE,,Non-DSH,100-149,,18932.0,29643.492944654503,3495.0,ORANGE,,,,,
106560492.0,columbia los robles hospital med ctr,1997,24.24475594264904,75.75524405735096,GENERAL ACUTE,,Non-DSH,200-299,,52502.0,69304.773093006,10537.0,VENTURA,,,,,
106370746.0,columbia mission bay hospital,1997,40.99816940334443,59.00183059665558,GENERAL ACUTE,,Non-DSH,100-149,,13028.0,22080.67083386133,2431.0,SAN DIEGO,,,,,
106301325.0,columbia san clemente hospital  med ctr,1997,29.75354566321912,70.24645433678089,GENERAL ACUTE,,Non-DSH,50-99,,10685.0,15210.732130013514,2656.0,ORANGE,,,,,
106430879.0,columbia san jose medical center,1997,30.80090964799725,69.19909035200274,GENERAL ACUTE,,Non-DSH,500+,Teaching,49629.0,71719.15085523036,9787.0,SANTA CLARA,,,,,
106013619.0,columbia san leandro hospital,1997,23.392983743700103,76.6070162562999,GENERAL ACUTE,,Non-DSH,100-149,,28475.0,37170.22459761748,5390.0,ALAMEDA,,,,,
106434016.0,columbia south valley hospital,1997,29.488733084653116,70.51126691534688,GENERAL ACUTE,,Non-DSH,50-99,,14102.0,19999.64064882045,3073.0,SANTA CLARA,,,,,
106301379.0,columbia west anaheim medical center,1997,17.647616665811654,82.35238333418835,GENERAL ACUTE,,Non-DSH,200-299,,36439.0,44247.656867597245,8495.0,ORANGE,,,,,
106190859.0,columbia west hills medical center,1997,26.87444267562476,73.12555732437525,GENERAL ACUTE,,Non-DSH,200-299,,40988.0,56051.538613487326,8278.0,LOS ANGELES,,,,,
106060870.0,colusa community hospital,1997,50.91546716497043,49.08453283502956,GENERAL ACUTE,,Non-DSH,50-99,Rural,4119.0,8391.645518647869,942.0,COLUSA,,,,,
106190197.0,community  mission hospshtg park,1997,21.605173523462355,78.39482647653765,GENERAL ACUTE,,DSH,150-199,,21841.0,27860.256832811123,5295.0,LOS ANGELES,,,,,
106190196.0,community hospital of gardena,1997,46.54743299568063,53.45256700431936,GENERAL ACUTE,,Non-DSH,50-99,,4623.0,8648.789495229345,697.0,LOS ANGELES,,,,,
106430743.0,community hospital of los gatos  saratoga,1997,23.48499770927331,76.5150022907267,GENERAL ACUTE,,Non-DSH,150-199,,35996.0,47044.36897646486,5098.0,SANTA CLARA,,,,,
106270744.0,community hospital of monterey peninsula,1997,26.523584184297988,73.47641581570201,GENERAL ACUTE,,Non-DSH,200-299,,47553.0,64718.725691894535,11100.0,MONTEREY,,,,,
106361323.0,community hospital of san bernardino,1997,17.168530124555044,82.83146987544497,GENERAL ACUTE,,DSH,200-299,,51909.0,62668.21061856854,10501.0,SAN BERNARDINO,SAN BERNARDINO,361323.0,community hospital of san bernardino,,0.86
106560473.0,community mem hosp  san buenaventura,1997,23.017791531700247,76.98220846829975,GENERAL ACUTE,,Non-DSH,200-299,,53363.0,69318.61408207608,12144.0,VENTURA,,,,,
106070924.0,contra costa regional medical ctr,1997,50.50322311702424,49.49677688297575,GENERAL ACUTE,,DSH,150-199,,55517.0,112162.85886908908,7568.0,CONTRA COSTA,,,,,
106160702.0,corcoran district hospital,1997,59.87997616501214,40.120023834987855,GENERAL ACUTE,,Non-DSH,1-49,Rural,5265.0,13123.122811827696,1159.0,KINGS,KINGS,160702.0,corcoran district hospital,,0.81
106331145.0,corona regional medical center  magnolia,1997,35.39823660821118,64.60176339178881,GENERAL ACUTE,,Non-DSH,200-299,,41558.0,64329.5133415541,8624.0,RIVERSIDE,,,,,
106190458.0,covina valley community hospital,1997,41.51709406857714,58.482905931422856,GENERAL ACUTE,,Non-DSH,50-99,,3355.0,5736.719040490358,719.0,LOS ANGELES,,,,,
106390846.0,dameron hospital,1997,24.654933804886817,75.34506619511319,GENERAL ACUTE,,Non-DSH,200-299,,38583.0,51208.39618095983,9451.0,SAN JOAQUIN,SAN JOAQUIN,390846.0,dameron hospital,,1.09
106190500.0,daniel freeman marina hospital,1997,23.41949380416185,76.58050619583815,GENERAL ACUTE,,Non-DSH,150-199,,30987.0,40463.30004760927,4344.0,LOS ANGELES,,,,,
106190230.0,daniel freeman memorial hospital,1997,22.56714058873575,77.43285941126426,GENERAL ACUTE,,Non-DSH,300-499,,79541.0,102722.54002340132,13585.0,LOS ANGELES,,,,,
106380933.0,davies medical center,1997,28.840281509916068,71.15971849008393,GENERAL ACUTE,,Non-DSH,300-499,,31726.0,44584.21235101007,3320.0,SAN FRANCISCO,,,,,
106500850.0,del puerto hospital,1997,58.29661369803273,41.703386301967264,GENERAL ACUTE,,Non-DSH,1-49,Rural,8127.0,19487.62611542801,79.0,STANISLAUS,STANISLAUS,500850.0,del puerto hospital,,1.0
106150706.0,delano regional medical center,1997,21.4212849997542,78.57871500024581,GENERAL ACUTE,,DSH,150-199,,27458.0,34943.304939402624,3916.0,KERN,,,,,
106331164.0,desert hospital,1997,20.73178938584677,79.26821061415323,GENERAL ACUTE,,Non-DSH,300-499,,63576.0,80203.65226794788,10277.0,RIVERSIDE,,,,,
106364144.0,desert valley hospital,1997,34.25744656468854,65.74255343531146,GENERAL ACUTE,,Non-DSH,50-99,,17473.0,26577.915044314283,6173.0,SAN BERNARDINO,SAN BERNARDINO,364144.0,desert valley hospital,,0.96
106392287.0,doctors hospital of manteca,1997,34.56763551704238,65.43236448295761,GENERAL ACUTE,,Non-DSH,50-99,,11273.0,17228.477205551913,2705.0,SAN JOAQUIN,SAN JOAQUIN,392287.0,doctors hospital of manteca,,0.9
106073449.0,doctors hospital of pinole,1997,20.216412869644067,79.78358713035593,GENERAL ACUTE,,Non-DSH,100-149,,31663.0,39686.107304584846,4295.0,CONTRA COSTA,,,,,
106190857.0,doctors hospital of west covina,1997,34.39364748452214,65.60635251547785,GENERAL ACUTE,,DSH,50-99,,9075.0,13832.501963676496,796.0,LOS ANGELES,,,,,
106500852.0,doctors medical center,1997,14.64015110083765,85.35984889916234,GENERAL ACUTE,,Non-DSH,300-499,,77288.0,90543.74040809536,16137.0,STANISLAUS,STANISLAUS,500852.0,doctors medical center,,1.27
106440755.0,dominican santa cruz hospital  soquel,1997,17.107785869440086,82.89221413055992,GENERAL ACUTE,,Non-DSH,300-499,,61761.0,74507.6008015939,11752.0,SANTA CRUZ,,,,,
106240853.0,dos palos memorial hospital,1997,45.571604088455295,54.42839591154471,GENERAL ACUTE,,Non-DSH,1-49,Rural,10022.0,18413.182736980594,152.0,MERCED,MERCED,240853.0,dos palos memorial hospital,,0.81
106190243.0,downey community hospital,1997,25.498431933688387,74.50156806631162,GENERAL ACUTE,,Non-DSH,300-499,,40518.0,54385.43248369771,9623.0,LOS ANGELES,,,,,
106071053.0,east bay hospital,1997,5.842431104457978,94.15756889554204,GENERAL ACUTE,,DSH,50-99,,15408.0,16364.058865085572,1258.0,CONTRA COSTA,CONTRA COSTA,71053.0,east bay hospital,,0.82
106190256.0,east los angeles doctors hospital,1997,18.518886863590986,81.48111313640901,GENERAL ACUTE,,DSH,100-149,,15844.0,19444.996993935605,2160.0,LOS ANGELES,LOS ANGELES,190256.0,east los angeles doctors hospital,,0.91
106320859.0,eastern plumas district hospital,1997,56.62983334764972,43.370166652350285,GENERAL ACUTE,,Non-DSH,1-49,Rural,6812.0,15706.64935323888,448.0,PLUMAS,,,,,
106010805.0,eden medical center,1997,23.674943518519687,76.32505648148032,GENERAL ACUTE,,Non-DSH,200-299,,41472.0,54336.022679607006,8728.0,ALAMEDA,ALAMEDA,10805.0,eden medical center,,1.08
106010805.0,eden medical center,1997,23.674943518519687,76.32505648148032,GENERAL ACUTE,,Non-DSH,200-299,,41472.0,54336.022679607006,8728.0,ALAMEDA,ALAMEDA,14233.0,eden medical center,,
106331168.0,eisenhower medical center,1997,29.625636771346723,70.37436322865328,GENERAL ACUTE,,Non-DSH,200-299,,55560.0,78949.20458389094,13417.0,RIVERSIDE,RIVERSIDE,331168.0,eisenhower medical center,,1.29
106430763.0,el camino healthcare system,1997,29.07452686011809,70.9254731398819,GENERAL ACUTE,,Non-DSH,300-499,,57869.0,81591.2780530467,17747.0,SANTA CLARA,,,,,
106130699.0,el centro regional medical center,1997,33.2046180735782,66.79538192642181,GENERAL ACUTE,,Non-DSH,100-149,,24098.0,36077.34442860894,6739.0,IMPERIAL,IMPERIAL,130699.0,el centro regional medical center,,0.87
106500867.0,emanuel medical center,1997,32.241191617935385,67.7588083820646,GENERAL ACUTE,,Non-DSH,200-299,,76660.0,113136.58228424731,7569.0,STANISLAUS,STANISLAUS,500867.0,emanuel medical center,,0.9
106190280.0,encino tarzana regional med ctr  encino,1997,24.68159736350821,75.31840263649178,GENERAL ACUTE,,Non-DSH,150-199,,26583.0,35294.16327148782,3585.0,LOS ANGELES,,,,,
106190517.0,encino tarzana regional med ctr  tarzana,1997,19.235817034577764,80.76418296542224,GENERAL ACUTE,,Non-DSH,200-299,,48480.0,60026.60860291976,11382.0,LOS ANGELES,,,,,
106474007.0,fairchild medical center,1997,58.30461143383625,41.69538856616375,GENERAL ACUTE,,Non-DSH,1-49,Rural,1792.0,4297.837390713819,605.0,SISKIYOU,SISKIYOU,474007.0,fairchild medical center,,1.0
106370705.0,fallbrook hospital district,1997,36.69188548888972,63.30811451111029,GENERAL ACUTE,,Non-DSH,100-149,Rural,35048.0,55360.991668531264,2195.0,SAN DIEGO,SAN DIEGO,370705.0,fallbrook hospital district,,0.86
106040875.0,feather river hospital,1997,36.12168354460497,63.87831645539504,GENERAL ACUTE,,Non-DSH,100-149,,19378.0,30335.80262487236,3963.0,BUTTE,BUTTE,40875.0,feather river hospital,,1.21
106190298.0,foothill presbyterian hospital,1997,35.36295090655962,64.63704909344038,GENERAL ACUTE,,Non-DSH,100-149,,18851.0,29164.38832587899,5370.0,LOS ANGELES,,,,,
106301175.0,fountain valley regl hosp  med ctr  euclid,1997,16.491362397161964,83.50863760283804,GENERAL ACUTE,,DSH,300-499,,70780.0,84757.69936114314,15459.0,ORANGE,,,,,
106230949.0,frank r howard memorial hospital,1997,48.26685173057757,51.73314826942244,GENERAL ACUTE,,Non-DSH,1-49,Rural,3559.0,6879.534919206907,930.0,MENDOCINO,MENDOCINO,230949.0,frank r howard memorial hospital,,1.25
106510882.0,fremont hospital,1997,19.333865745979523,80.66613425402048,GENERAL ACUTE,,Non-DSH,100-149,,28299.0,35081.636502978385,7583.0,SUTTER,ALAMEDA,14034.0,fremont hospital,,0.72
106400480.0,french hospital  san luis obispo,1997,32.426302234684215,67.57369776531579,GENERAL ACUTE,,Non-DSH,100-149,,19469.0,28811.506020605917,4342.0,SAN LUIS OBISPO,,,,,
106100717.0,fresno community hosp and medical center,1997,24.329382022665506,75.6706179773345,GENERAL ACUTE,,Non-DSH,300-499,,85639.0,113173.38524399431,17185.0,FRESNO,,,,,
106104047.0,fresno surgery center,1997,41.87661477760906,58.123385222390944,GENERAL ACUTE,,Non-DSH,1-49,,3611.0,6212.645712536595,1815.0,FRESNO,,,,,
106301232.0,friendly hills regional medical center,1997,40.999920169931606,59.0000798300684,GENERAL ACUTE,,Non-DSH,200-299,,26401.0,44747.39708156323,7436.0,ORANGE,ORANGE,301232.0,friendly hills regional medical center,,0.96
106301283.0,garden grove hosp  medical center,1997,21.26867578406836,78.73132421593164,GENERAL ACUTE,,DSH,150-199,,31674.0,40230.4931555954,8424.0,ORANGE,,,,,
106190315.0,garfield medical center,1997,16.673742220385595,83.3262577796144,GENERAL ACUTE,,DSH,200-299,,60622.0,72752.5771772161,11671.0,LOS ANGELES,LOS ANGELES,190315.0,garfield medical center,,0.96
106120981.0,general hospital  the,1997,41.42980231572122,58.57019768427878,GENERAL ACUTE,,Non-DSH,50-99,,11423.0,19503.09278718061,2627.0,HUMBOLDT,,,,,
106270777.0,george l mee memorial hospital,1997,52.452610475448935,47.54738952455106,GENERAL ACUTE,,DSH,1-49,Rural,7897.0,16608.693093281996,1261.0,MONTEREY,MONTEREY,270777.0,george l mee memorial hospital,,0.68
106190323.0,glendale adventist med ctrwilson ter,1997,25.443268808830386,74.55673119116962,GENERAL ACUTE,,Non-DSH,300-499,,82992.0,111313.89302355768,13894.0,LOS ANGELES,,,,,
106190522.0,glendale memorial hospital  health ctr,1997,20.063844978085072,79.93615502191493,GENERAL ACUTE,,Non-DSH,300-499,,65801.0,82316.94404360619,13133.0,LOS ANGELES,,,,,
106110889.0,glenn medical center,1997,85.02116799188161,14.978832008118395,GENERAL ACUTE,,Non-DSH,50-99,Rural,817.0,5454.36386199667,307.0,GLENN,GLENN,110889.0,glenn medical center,,0.89
106420483.0,goleta valley cottage hospital,1997,37.91758646759143,62.082413532408566,GENERAL ACUTE,,Non-DSH,100-149,,7298.0,11755.341947507022,1977.0,SANTA BARBARA,SANTA BARBARA,420483.0,goleta valley cottage hospital,,1.02
106190392.0,good samaritan hospital,1997,15.323699618485174,84.67630038151482,GENERAL ACUTE,,Non-DSH,300-499,,82419.0,97334.20051260576,14591.0,LOS ANGELES,,,,,
106150775.0,good samaritan hospitalbakersfield,1997,22.87161509163003,77.12838490836998,GENERAL ACUTE,,DSH,50-99,,9995.0,12958.912612878195,1740.0,KERN,KERN,150775.0,good samaritan hospitalbakersfield,,0.94
106190348.0,granada hills community hospital,1997,18.774986449676824,81.22501355032318,GENERAL ACUTE,,Non-DSH,200-299,,23117.0,28460.444621136077,4270.0,LOS ANGELES,LOS ANGELES,190348.0,granada hills community hospital,,1.04
106190352.0,greater el monte community hospital,1997,22.56136054867984,77.43863945132016,GENERAL ACUTE,,DSH,100-149,,12458.0,16087.576032158218,3056.0,LOS ANGELES,LOS ANGELES,190352.0,greater el monte community hospital,,0.81
106371256.0,green hospital of scripps clinic,1997,24.491797603595742,75.50820239640426,GENERAL ACUTE,,Non-DSH,150-199,,32275.0,42743.70065196646,8152.0,SAN DIEGO,,,,,
106370714.0,grossmont hospital,1997,28.3548610170813,71.6451389829187,GENERAL ACUTE,,Non-DSH,300-499,,79910.0,111535.82941482154,18279.0,SAN DIEGO,SAN DIEGO,370714.0,grossmont hospital,,1.15
106160725.0,hanford community hospital,1997,55.53320648517614,44.46679351482386,GENERAL ACUTE,,Non-DSH,50-99,Rural,16848.0,37888.94738808498,5001.0,KINGS,,,,,
106190523.0,hawthorne hospital,1997,38.58574023861027,61.41425976138972,GENERAL ACUTE,,Non-DSH,50-99,,4230.0,6887.65120093386,945.0,LOS ANGELES,,,,,
106350784.0,hazel hawkins memorial hospital,1997,46.44851662996072,53.551483370039286,GENERAL ACUTE,,Non-DSH,100-149,Rural,24258.0,45298.4650908321,2144.0,SAN BENITO,SAN BENITO,350784.0,hazel hawkins memorial hospital,,0.86
106331194.0,hemet valley medical center,1997,15.083146362649847,84.91685363735016,GENERAL ACUTE,,Non-DSH,300-499,,92397.0,108808.78888258732,15048.0,RIVERSIDE,,,,,
106190949.0,henry mayo newhall memorial hospital,1997,26.711025043099777,73.28897495690022,GENERAL ACUTE,,Non-DSH,200-299,,50274.0,68596.94794416914,8177.0,LOS ANGELES,,,,,
106364188.0,heritage hospital,1997,14.998417209110782,85.00158279088922,GENERAL ACUTE,,Non-DSH,50-99,,6592.0,7755.149708467022,175.0,SAN BERNARDINO,,,,,
106362041.0,hidesert medical center,1997,24.91499283178957,75.08500716821042,GENERAL ACUTE,,DSH,150-199,Rural,39999.0,53271.6204053781,2975.0,SAN BERNARDINO,SAN BERNARDINO,362041.0,hidesert medical center,,1.26
106301205.0,hoag memorial hospital presbyterian,1997,27.85309502342184,72.14690497657816,GENERAL ACUTE,,Non-DSH,300-499,,88707.0,122953.2992840066,21024.0,ORANGE,ORANGE,301205.0,hoag memorial hospital presbyterian,,1.08
106190380.0,hollywood community hosp of hollywood,1997,31.953503552312405,68.0464964476876,GENERAL ACUTE,,Non-DSH,150-199,,17923.0,26339.34285474748,2577.0,LOS ANGELES,,,,,
106190328.0,huntington east valley hospital,1997,25.28311301845139,74.7168869815486,GENERAL ACUTE,,DSH,100-149,,12994.0,17390.981510256013,2968.0,LOS ANGELES,,,,,
106190400.0,huntington memorial hospital,1997,16.56754807199571,83.4324519280043,GENERAL ACUTE,,Non-DSH,500+,Teaching,117579.0,140927.17795404303,23189.0,LOS ANGELES,,,,,
106320874.0,indian valley hospital,1997,38.94440975981807,61.055590240181935,GENERAL ACUTE,,Non-DSH,1-49,Rural,8516.0,13947.94476066738,258.0,PLUMAS,PLUMAS,320874.0,indian valley hospital,,0.96
106334001.0,inland valley regional medical center,1997,28.12095438599887,71.87904561400114,GENERAL ACUTE,,Non-DSH,50-99,Rural,15448.0,21491.65986838162,5629.0,RIVERSIDE,,,,,
106304045.0,irvine medical center,1997,30.969773675291464,69.03022632470854,GENERAL ACUTE,,Non-DSH,150-199,,26985.0,39091.57109389491,5510.0,ORANGE,,,,,
106220733.0,john c fremont healthcare district,1997,59.82564685857611,40.17435314142389,GENERAL ACUTE,,DSH,1-49,Rural,7230.0,17996.5560977387,457.0,MARIPOSA,MARIPOSA,220733.0,john c fremont healthcare district,,0.9
106331216.0,john f kennedy memorial hospital,1997,18.43297067451087,81.56702932548913,GENERAL ACUTE,,DSH,100-149,,27010.0,33113.869934159244,7743.0,RIVERSIDE,RIVERSIDE,331216.0,john f kennedy memorial hospital,,0.88
106070988.0,john muir medical center,1997,18.318673303869517,81.68132669613048,GENERAL ACUTE,,Non-DSH,300-499,,67266.0,82351.74760351512,14146.0,CONTRA COSTA,,,,,
