FAC_NO,FAC_NAME,Year,Gross_Outpatient_Percentage,Gross_Inpatient_Percentage,TYPE_CARE,HSA name,DSH hosp,lic bed size,TEACH_RURL,DAY_TOT,adj pat days,DIS_TOT,county name,COUNTY,OSHPD_ID,HOSPITAL,FY_Score,CY_Score
106420491,lompoc district hospital,1997,45.87393233655588,54.12606766344412,GENERAL ACUTE,,Non-DSH,150-199,Rural,48233,89112.32994037695,2812,SANTA BARBARA,,,,,
106240924,los banos community hospital,1997,41.04619614324871,58.953803856751286,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,6123,10386.098265818355,1721,MERCED,,,,,
106260011,mammoth hospital,1997,63.25768739250517,36.74231260749483,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,810,2204.542780561867,369,MONO,MONO,260011,mammoth hospital,,1.04
106050932,mark twain st josephs hospital,1997,47.726130808345374,52.27386919165462,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,5206,9959.086787536138,1321,CALAVERAS,,,,,
106090933,marshall hospital,1997,44.23619268903078,55.76380731096923,GENERAL ACUTE,,Non-DSH,100-149,Rural,21954,39369.62172896946,4430,EL DORADO,,,,,
106450936,mayers memorial hospital,1997,31.49995826599182,68.50004173400818,GENERAL ACUTE,,DSH,100-149,Rural,36752,53652.52205642636,1448,SHASTA,SHASTA,450936,mayers memorial hospital,,0.83
106540755,memorial hospital at exeter,1997,19.70468981,80.29531019,GENERAL ACUTE,,DSH,50-99,Rural,22915,28538.403980844017,354,TULARE,TULARE,540755,memorial hospital at exeter,,0.9
106231013,mendocino coast district hospital,1997,53.746336437059284,46.253663562940716,GENERAL ACUTE,,Non-DSH,50-99,Rural,8177,17678.59963973008,1775,MENDOCINO,,,,,
106470871,mercy hospital of mt shasta,1997,38.03165103,61.96834897,GENERAL ACUTE,,Non-DSH,50-99,Rural,19130,30870.598165057683,1719,SISKIYOU,,,,,
106250956,modoc medical center,1997,47.64807421747234,52.35192578252765,GENERAL ACUTE,,DSH,50-99,Rural,18631,35587.99360580171,347,MODOC,MODOC,250956,modoc medical center,,0.8
106250956,modoc medical center,1997,47.64807421747234,52.35192578252765,GENERAL ACUTE,,DSH,50-99,Rural,18631,35587.99360580171,347,MODOC,MODOC,254005,modoc medical center,,
106361266,mountains community hospital,1997,49.828571129246725,50.171428870753275,GENERAL ACUTE,,DSH,Jan-49,Rural,8083,16110.763001832443,969,SAN BERNARDINO,SAN BERNARDINO,361266,mountains community hospital,,0.76
106361458,needlesdesert communities hospital,1997,32.50060059436307,67.49939940563692,GENERAL ACUTE,,Non-DSH,50-99,Rural,5086,7534.881858,1783,SAN BERNARDINO,,,,,
106190559,newhall community hospital,1997,14.571599253615569,85.42840074638444,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,2060,2411.376055271859,361,LOS ANGELES,LOS ANGELES,190559,newhall community hospital,,1.83
106141273,northern inyo hospital,1997,45.82849468,54.17150532229711,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,3977,7341.498037277282,1371,INYO,INYO,141273,northern inyo hospital,,0.95
106500967,oak valley district hospital,1997,42.34389919938452,57.656100800615484,GENERAL ACUTE,,DSH,100-149,Rural,44005,76323.23273503478,2302,STANISLAUS,,,,,
106560501,ojai valley community hospital,1997,39.46125101,60.53874899,GENERAL ACUTE,,Non-DSH,100-149,Rural,27545,45499.78395315366,1657,VENTURA,,,,,
106491338,palm drive hospital,1997,43.04293381389563,56.95706618610436,GENERAL ACUTE,,Non-DSH,50-99,Rural,7918,13901.69917482816,1777,SONOMA,,,,,
106331288,palo verde hospital,1997,51.76314814434515,48.23685185565485,GENERAL ACUTE,,Non-DSH,50-99,Rural,5232,10846.478985934586,1917,RIVERSIDE,RIVERSIDE,331288,palo verde hospital,,0.72
106130760,pioneers memorial hospital,1997,38.97125137224208,61.02874862775792,GENERAL ACUTE,,DSH,50-99,Rural,14071,23056.34691,3750,IMPERIAL,,,,,
106320986,plumas district hospital,1997,56.39931833,43.60068167,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,2121,4864.6028431831355,687,PLUMAS,PLUMAS,320986,plumas district hospital,,0.86
106171049,redbud community hospital,1997,54.590599631701984,45.409400368298016,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,5527,12171.488623881069,1471,LAKE,,,,,
106121051,redwood memorial hospital,1997,45.02567874378908,54.97432125621092,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,7802,14192.080632770962,1944,HUMBOLDT,,,,,
106150782,ridgecrest community hospital,1997,43.033417893812114,56.96658210618789,GENERAL ACUTE,,Non-DSH,50-99,Rural,8332,14626.118843621045,2339,KERN,,,,,
106331326,san gorgonio memorial hospital,1997,30.967168320136157,69.03283167986383,GENERAL ACUTE,,Non-DSH,50-99,Rural,9480,13732.59617099731,2721,RIVERSIDE,RIVERSIDE,331326,san gorgonio memorial hospital,,0.96
106100791,sanger general hospital,1997,28.943332618250622,71.05666738174938,GENERAL ACUTE,,DSH,Jan-49,Rural,4244,5972.697786682372,991,FRESNO,,,,,
106420522,santa ynez valley cottage hospital,1997,67.72832669305586,32.27167330694414,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,1379,4273.097297695035,402,SANTA BARBARA,SANTA BARBARA,420522,santa ynez valley cottage hospital,,0.96
106100793,selma district hospital,1997,58.76277991516986,41.237220084830135,GENERAL ACUTE,,Non-DSH,50-99,Rural,7732,18750.051492545583,2203,FRESNO,,,,,
106321016,seneca hospital,1997,54.72115567349371,45.27884432650628,GENERAL ACUTE,,DSH,Jan-49,Rural,6935,15316.203633625524,399,PLUMAS,,,,,
106410828,seton medical center  coastside,1997,16.091387403161676,83.90861259683832,GENERAL ACUTE,,Non-DSH,100-149,Rural,40830,48660.08236386747,177,SAN MATEO,,,,,
106100797,sierra kings district hospital,1997,55.201910760706404,44.798089239293596,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,5323,11882.203215335034,1629,FRESNO,,,,,
106291023,sierra nevada memorial hospital,1997,35.893579050065604,64.10642094993439,GENERAL ACUTE,,Non-DSH,100-149,Rural,23765,37071.169545652694,6002,NEVADA,NEVADA,291023,sierra nevada memorial hospital,,1.07
106461024,sierra valley district hospital,1997,24.90336383011483,75.09663616988517,GENERAL ACUTE,,DSH,Jan-49,Rural,11608,15457.41672601705,111,SIERRA,,,,,
106471031,siskiyou general hospital,1997,57.60404055412781,42.395959445872194,GENERAL ACUTE,,Non-DSH,50-99,Rural,2374,5599.590222815774,759,SISKIYOU,,,,,
106551034,sonora community hospital,1997,51.32851542781777,48.67148457218224,GENERAL ACUTE,,Non-DSH,100-149,Rural,34291,70453.98409646768,3623,TUOLUMNE,,,,,
106121031,southern humboldt community hospital,1997,53.85245927749068,46.14754072250932,GENERAL ACUTE,,DSH,Jan-49,Rural,4149,8990.728292431513,345,HUMBOLDT,,,,,
106141338,southern inyo hospital,1997,48.73456091604247,51.26543908395753,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,11836,23087.67897,141,INYO,INYO,141338,southern inyo hospital,,0.87
106521041,st elizabeth community hospital,1997,39.80654263607732,60.19345736392269,GENERAL ACUTE,,Non-DSH,50-99,Rural,12994,21587.063725945794,3260,TEHAMA,TEHAMA,521041,st elizabeth community hospital,,0.98
106361343,st mary regional medical center,1997,21.811538454217857,78.18846154578213,GENERAL ACUTE,,Non-DSH,150-199,Rural,34112,43627.92070032763,7825,SAN BERNARDINO,,,,,
106250955,surprise valley community hospital,1997,25.970997504071043,74.02900249592895,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,7870,10630.968586173765,125,MODOC,MODOC,250955,surprise valley community hospital,,0.82
106030786,sutter amador hospital,1997,38.73837393882955,61.26162606117046,GENERAL ACUTE,,Non-DSH,50-99,Rural,17991,29367.48689,2695,AMADOR,AMADOR,34002,sutter amador hospital,,
106084001,sutter coast hospital,1997,44.216553537111295,55.783446462888705,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,11522,20654.872960682504,2584,DEL NORTE,DEL NORTE,84001,sutter coast hospital,,1.09
106171395,sutter lakeside hospital,1997,46.62261026990901,53.37738973,GENERAL ACUTE,,Non-DSH,50-99,Rural,11554,21645.869268662536,2665,LAKE,LAKE,171395,sutter lakeside hospital,,1.16
106291053,tahoe forest hospital,1997,47.005408582789315,52.99459141721069,GENERAL ACUTE,,Non-DSH,50-99,Rural,18778,35433.80465,2102,NEVADA,NEVADA,291053,tahoe forest hospital,,0.92
106150808,tehachapi hospital,1997,79.75250668,20.247493319843006,GENERAL ACUTE,,Non-DSH,Jan-49,Rural,6282,31026.06283536094,120,KERN,KERN,150808,tehachapi hospital,,0.91
106531059,trinity general hospital,1997,34.18898734428228,65.81101265571773,GENERAL ACUTE,,DSH,50-99,Rural,11156,16951.570185314198,1191,TRINITY,,,,,
106551061,tuolumne general hospital,1997,43.69793860572257,56.30206139427742,GENERAL ACUTE,,DSH,50-99,Rural,20887,37098.108812980274,1847,TUOLUMNE,,,,,
106400548,twin cities community hospital,1997,29.51536896707933,70.48463103292066,GENERAL ACUTE,,Non-DSH,50-99,Rural,16547,23476.039751519067,4221,SAN LUIS OBISPO,,,,,
106231396,ukiah valley medical centerhospital dr,1997,43.50960548934933,56.49039451065067,GENERAL ACUTE,,Non-DSH,100-149,Rural,18507,32761.321920863382,3894,MENDOCINO,,,,,
106361370,victor valley community hospital,1997,31.988214597536953,68.01178540246305,GENERAL ACUTE,,Non-DSH,100-149,Rural,31639,46519.87859570908,8237,SAN BERNARDINO,,,,,
106150830,west side dist hosp  nursing home,1997,35.406327674446814,64.59367232555319,GENERAL ACUTE,,DSH,50-99,Rural,23494,36371.983747246704,407,KERN,,,,,
106190045,avalon municipal hospital  clinic,2001,51.80515140910246,48.19484859089754,GENERAL ACUTE,11 - los angeles county,Non-DSH,Jan-49,Rural,2960,6141.735240473499,59,LOS ANGELES,,,,,
106361105,barstow community hospital,2001,41.21520209,58.78479790508771,GENERAL ACUTE,12 - inland counties,Non-DSH,50-99,Rural,8775,14927.328684820643,2603,SAN BERNARDINO,SAN BERNARDINO,361105,barstow community hospital,,0.94
106361105,barstow community hospital,2001,41.21520209,58.78479790508771,GENERAL ACUTE,12 - inland counties,Non-DSH,50-99,Rural,8775,14927.328684820643,2603,SAN BERNARDINO,SAN BERNARDINO,364430,barstow community hospital,,
106090793,barton memorial hospital,2001,44.68336585095283,55.31663414904716,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,28842,52139.83179505655,4167,EL DORADO,EL DORADO,90793,barton memorial hospital,,0.98
106361110,bear valley community hospital,2001,67.16354592502162,32.83645407497839,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,7677,23379.503713983326,394,SAN BERNARDINO,SAN BERNARDINO,361110,bear valley community hospital,,0.99
106040802,biggsgridley memorial hospital,2001,56.29044941463152,43.709550585368476,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,1971,4509.311977826147,438,BUTTE,,,,,
106200692,chowchilla district memorial hospital,2001,48.78126905,51.218730948342305,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,7736,15103.849425325085,67,MADERA,MADERA,200692,chowchilla district memorial hospital,,1.2
106100697,coalinga regional medical center,2001,40.69335487121243,59.30664512878757,GENERAL ACUTE,09 - central,DSH,50-99,Rural,16223,27354.43889090486,533,FRESNO,FRESNO,100697,coalinga regional medical center,,0.81
106361458,colorado river medical center,2001,35.422270262991326,64.57772973700867,GENERAL ACUTE,12 - inland counties,Non-DSH,50-99,Rural,9862,15271.518587232425,2088,SAN BERNARDINO,SAN BERNARDINO,361458,colorado river medical center,,0.96
106060870,colusa community hospital,2001,52.984444102505655,47.015555897494345,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,4315,9177.813423,976,COLUSA,,,,,
106160702,corcoran district hospital,2001,38.08890598310631,61.911094016893685,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,4008,6473.799346699214,1004,KINGS,KINGS,160702,corcoran district hospital,,0.81
106240853,dos palos memorial hospital,2001,51.94422073556855,48.05577926443146,GENERAL ACUTE,06 - north san joaquin,Non-DSH,Jan-49,Rural,9587,19949.733719323598,36,MERCED,MERCED,240853,dos palos memorial hospital,,0.82
106320859,eastern plumas health care,2001,59.71095005801735,40.28904994198265,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,6795,16865.624803228144,484,PLUMAS,,,,,
106474007,fairchild medical center,2001,58.973852578826914,41.026147421173086,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,5235,12760.15499641646,1779,SISKIYOU,SISKIYOU,474007,fairchild medical center,,1.09
106370705,fallbrook hospital district,2001,42.04818947875151,57.95181052124849,GENERAL ACUTE,14 - san diego / imperial,Non-DSH,100-149,Rural,34958,60322.53295551892,2436,SAN DIEGO,SAN DIEGO,370705,fallbrook hospital district,,0.88
106230949,frank r howard memorial hospital,2001,51.945984407160786,48.054015592839214,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,3330,6929.701834317091,850,MENDOCINO,MENDOCINO,230949,frank r howard memorial hospital,,1.22
106270777,george l mee memorial hospital,2001,61.64312920106031,38.356870798939696,GENERAL ACUTE,08 - mid-coast,Non-DSH,Jan-49,Rural,10758,28047.126305979542,1720,MONTEREY,MONTEREY,270777,george l mee memorial hospital,,0.72
106110889,glenn medical center,2001,80.16339223470479,19.836607765295213,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,613,3090.246110892324,249,GLENN,GLENN,110889,glenn medical center,,0.87
106160725,hanford community hospital,2001,53.531981147474525,46.468018852525475,GENERAL ACUTE,09 - central,Non-DSH,50-99,Rural,16071,34585.07678,3954,KINGS,,,,,
106350784,hazel hawkins memorial hospital,2001,48.89714476841158,51.10285523158842,GENERAL ACUTE,08 - mid-coast,Non-DSH,100-149,Rural,25338,49582.356768859594,2511,SAN BENITO,SAN BENITO,350784,hazel hawkins memorial hospital,,0.85
106490964,healdsburg general hospital,2001,63.546405326387315,36.45359467361269,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,3474,9529.924363027743,827,SONOMA,,,,,
106362041,hidesert medical center,2001,31.663265959876647,68.33673404012335,GENERAL ACUTE,12 - inland counties,DSH,150-199,Rural,50084,73290.01115358189,2766,SAN BERNARDINO,SAN BERNARDINO,362041,hidesert medical center,,1.14
106320874,indian valley hospital,2001,40.64455072081586,59.355449279184135,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,8319,14015.56234688878,211,PLUMAS,PLUMAS,320874,indian valley hospital,,0.89
106121031,jerold phelps community hospital,2001,58.99645241843127,41.00354758156874,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,3359,8191.974104967162,199,HUMBOLDT,HUMBOLDT,121031,jerold phelps community hospital,,0.91
106220733,john c fremont healthcare district,2001,64.66435764358702,35.33564235641298,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,10236,28967.918275701853,314,MARIPOSA,MARIPOSA,220733,john c fremont healthcare district,,0.91
106150737,kern valley healthcare district,2001,31.640051066903464,68.35994893309653,GENERAL ACUTE,09 - central,DSH,100-149,Rural,30300,44324.19929051502,1333,KERN,KERN,150737,kern valley healthcare district,,0.95
106100745,kingsburg medical hospital,2001,47.13530432630369,52.86469567,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,7707,14578.727640032066,616,FRESNO,,,,,
106180919,lassen community hospital,2001,58.00214899145525,41.99785100854474,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,10891,25932.279243964535,1271,LASSEN,,,,,
106420491,lompoc healthcare district,2001,52.88160563825035,47.11839436174965,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,150-199,Rural,45355,96257.52450685979,2655,SANTA BARBARA,,,,,
106260011,mammoth hospital,2001,60.309624556336516,39.69037544366348,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,1262,3179.612150031896,536,MONO,MONO,260011,mammoth hospital,,0.84
106050932,mark twain st josephs hospital,2001,48.91814628043527,51.08185371956472,GENERAL ACUTE,06 - north san joaquin,Non-DSH,50-99,Rural,7128,13954.074648763039,1821,CALAVERAS,,,,,
106090933,marshall hospital,2001,49.38759392113519,50.61240608,GENERAL ACUTE,02 - golden empire,Non-DSH,100-149,Rural,22816,45079.85643766443,5625,EL DORADO,,,,,
106450936,mayers memorial hospital,2001,42.34329784,57.656702163835305,GENERAL ACUTE,01 - northern california,DSH,100-149,Rural,29124,50512.774589920606,758,SHASTA,SHASTA,450936,mayers memorial hospital,,0.9
106540755,memorial hospital at exeter,2001,23.739476935978214,76.26052306402178,GENERAL ACUTE,09 - central,Non-DSH,50-99,Rural,19797,25959.69605844447,77,TULARE,TULARE,540755,memorial hospital at exeter,,1.17
106240924,memorial hospital los banos,2001,43.93068387468978,56.06931612531023,GENERAL ACUTE,06 - north san joaquin,Non-DSH,Jan-49,Rural,7060,12591.557179369713,1962,MERCED,MERCED,240924,memorial hospital los banos,,0.75
106231013,mendocino coast district hospital,2001,54.58836282044417,45.41163717955583,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,8227,18116.50165236449,1925,MENDOCINO,,,,,
106470871,mercy hospital of mt shasta,2001,44.53316125233729,55.46683874766272,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,19197,34609.86858712754,1656,SISKIYOU,,,,,
106150830,mercy westside hospital,2001,42.237566817178624,57.76243318282137,GENERAL ACUTE,09 - central,DSH,50-99,Rural,22727,39345.64170464869,320,KERN,KERN,150830,mercy westside hospital,,0.94
106250956,modoc medical center,2001,47.69831816071348,52.301681839286516,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,19669,37606.82125,248,MODOC,MODOC,250956,modoc medical center,,0.75
106250956,modoc medical center,2001,47.69831816071348,52.301681839286516,GENERAL ACUTE,01 - northern california,DSH,50-99,Rural,19669,37606.82125,248,MODOC,MODOC,254005,modoc medical center,,
106361266,mountains community hospital,2001,59.47384338975298,40.52615661024703,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,7959,19639.16804779748,592,SAN BERNARDINO,SAN BERNARDINO,361266,mountains community hospital,,0.7
106141273,northern inyo hospital,2001,55.50847193881996,44.49152806118005,GENERAL ACUTE,12 - inland counties,Non-DSH,Jan-49,Rural,3304,7426.132893113244,1084,INYO,INYO,141273,northern inyo hospital,,0.95
106500967,oak valley district hospital,2001,47.84671386861664,52.15328613138336,GENERAL ACUTE,06 - north san joaquin,DSH,100-149,Rural,47340,90770.88619256351,3135,STANISLAUS,,,,,
106560501,ojai valley community hospital,2001,45.47695596229261,54.52304404,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,50-99,Rural,26018,47719.272574007984,1481,VENTURA,,,,,
106491338,palm drive hospital,2001,53.40597537323277,46.59402462676722,GENERAL ACUTE,03 - north bay,Non-DSH,Jan-49,Rural,4258,9138.510858651765,1051,SONOMA,,,,,
106331288,palo verde hospital,2001,45.65625572693781,54.34374427,GENERAL ACUTE,12 - inland counties,Non-DSH,50-99,Rural,6678,12288.44292812234,2176,RIVERSIDE,RIVERSIDE,331288,palo verde hospital,,0.83
106320986,plumas district hospital,2001,71.98000284655232,28.019997153447672,GENERAL ACUTE,01 - northern california,Non-DSH,Jan-49,Rural,1489,5314.0619245808475,573,PLUMAS,PLUMAS,320986,plumas district hospital,,0.87
106171049,redbud community hospital,2001,60.049068584365486,39.950931415634514,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,4884,12224.996581903672,1476,LAKE,,,,,
106121051,redwood memorial hospital,2001,48.32304415,51.67695585,GENERAL ACUTE,01 - northern california,Non-DSH,50-99,Rural,6899,13350.244585601662,1871,HUMBOLDT,,,,,
106150782,ridgecrest regional hospital,2001,46.761056905850296,53.238943094149704,GENERAL ACUTE,09 - central,Non-DSH,50-99,Rural,8170,15345.909451192283,2636,KERN,KERN,150782,ridgecrest regional hospital,,0.92
106331326,san gorgonio memorial hospital,2001,26.028794583304958,73.97120541669504,GENERAL ACUTE,12 - inland counties,Non-DSH,50-99,Rural,16035,21677.353923964794,3231,RIVERSIDE,RIVERSIDE,331326,san gorgonio memorial hospital,,1.03
106100791,sanger general hospital,2001,48.68992478929251,51.31007521070748,GENERAL ACUTE,09 - central,DSH,Jan-49,Rural,3010,5866.294266066224,433,FRESNO,,,,,
106420522,santa ynez valley cottage hospital,2001,75.84132423563872,24.15867576436128,GENERAL ACUTE,10 - santa barbara / ventura,Non-DSH,Jan-49,Rural,869,3597.0514629032073,316,SANTA BARBARA,SANTA BARBARA,420522,santa ynez valley cottage hospital,,0.95
106100793,selma community hospital,2001,54.435021453103595,45.564978546896405,GENERAL ACUTE,09 - central,DSH,50-99,Rural,8584,18839.03004840696,2252,FRESNO,FRESNO,100793,selma community hospital,,0.75
106321016,seneca hospital,2001,62.01069819552474,37.989301804475254,GENERAL ACUTE,01 - northern california,DSH,Jan-49,Rural,6732,17720.778430328905,401,PLUMAS,,,,,
106410828,seton medical center  coastside,2001,26.172694194149003,73.82730581,GENERAL ACUTE,04 - west bay,Non-DSH,100-149,Rural,39792,53898.75678877392,96,SAN MATEO,,,,,
106100797,sierra kings district hospital,2001,66.90721405100972,33.09278594899028,GENERAL ACUTE,09 - central,Non-DSH,Jan-49,Rural,4970,15018.378953228155,2154,FRESNO,,,,,
