COUNTY,OSHPD_ID,HOSPITAL,Year,FY_Score,CY_Score
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2011,1.25710955748829,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2012,1.27063537648096,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2013,1.25578106075405,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2014,1.27676340369124,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2015,1.2602416131543106,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2016,1.3635859121885818,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2017,1.3717067872340416,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2018,1.424013190149556,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2019,1.3413610419397117,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2020,1.515608579522461,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2021,1.6754810173875574,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2022,1.6861839244146248,
ALAMEDA,10776,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,2023,1.670129666800482,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1996,,0.41
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1997,,0.38
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1998,,0.38
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1999,,0.38
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2000,,0.4
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2001,,0.39
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2002,,0.38
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2003,,0.36
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2004,,0.35
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2005,,0.38
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2006,,0.43
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2007,,0.5307065693
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2008,0.65,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2009,0.6584344489,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2010,0.636910674157303,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2011,0.632920437956204,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2012,0.629032026143791,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2013,0.696109523809524,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2014,0.742384848484848,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2015,0.7762393617021276,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2016,0.8147708333333333,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2017,0.82955,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2018,,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2019,,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2020,,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2021,,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2022,,
ALAMEDA,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,2023,,
ALAMEDA,10805,EDEN MEDICAL CENTER,1996,,1.08
ALAMEDA,10805,EDEN MEDICAL CENTER,1997,,1.08
ALAMEDA,10805,EDEN MEDICAL CENTER,1998,,1.06
ALAMEDA,10805,EDEN MEDICAL CENTER,1999,,1.08
ALAMEDA,10805,EDEN MEDICAL CENTER,2000,,1.06
ALAMEDA,10805,EDEN MEDICAL CENTER,2001,,1.06
ALAMEDA,10805,EDEN MEDICAL CENTER,2002,,1.07
ALAMEDA,10805,EDEN MEDICAL CENTER,2003,,1.08
ALAMEDA,10805,EDEN MEDICAL CENTER,2004,,1.13
ALAMEDA,10805,EDEN MEDICAL CENTER,2005,,1.08
ALAMEDA,10805,EDEN MEDICAL CENTER,2006,,1.12
ALAMEDA,10805,EDEN MEDICAL CENTER,2007,,1.1662536595
ALAMEDA,10805,EDEN MEDICAL CENTER,2008,1.24,
ALAMEDA,10805,EDEN MEDICAL CENTER,2009,1.2781589273,
ALAMEDA,10805,EDEN MEDICAL CENTER,2010,1.30934271327588,
ALAMEDA,10805,EDEN MEDICAL CENTER,2011,1.34939668842388,
ALAMEDA,10805,EDEN MEDICAL CENTER,2012,1.35955439408867,
ALAMEDA,10805,EDEN MEDICAL CENTER,2013,1.34655646203554,
ALAMEDA,10805,EDEN MEDICAL CENTER,2014,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2015,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2016,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2017,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2018,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2019,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2020,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2021,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2022,,
ALAMEDA,10805,EDEN MEDICAL CENTER,2023,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,1996,,1.34
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,1997,,1.34
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,1998,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,1999,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2000,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2001,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2002,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2003,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2004,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2005,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2006,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2007,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2008,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2009,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2010,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2011,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2012,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2013,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2014,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2015,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2016,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2017,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2018,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2019,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2020,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2021,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2022,,
ALAMEDA,10811,ALAMEDA CO MED CTR - FAIRMONT CAMPUS,2023,,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,1996,,0.83
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,1997,,0.82
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,1998,,0.83
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,1999,,0.85
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2000,,0.83
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2001,,0.79
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2002,,0.78
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2003,,0.75
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2004,,0.71
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2005,,0.68
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2006,,0.66
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2007,,0.7361578667
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2008,0.82,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2009,0.9134368309,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2010,0.940899590762935,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2011,0.950939741118149,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2012,1.01228130689207,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2013,1.02682414266118,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2014,1.0948863653627,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2015,1.025479567779961,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2016,1.025235799404171,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2017,1.0530886005954914,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2018,1.139582506643047,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2019,1.1730103508012124,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2020,1.1910316659601528,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2021,1.2296232758620687,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2022,1.2237127314814815,
ALAMEDA,10844,ALTA BATES SUMMIT MEDICAL CENTER-HERRICK CAMPUS,2023,1.2660867400115807,
ALAMEDA,10846,HIGHLAND HOSPITAL,1996,,1.08
ALAMEDA,10846,HIGHLAND HOSPITAL,1997,,1.05
ALAMEDA,10846,HIGHLAND HOSPITAL,1998,,1.02
ALAMEDA,10846,HIGHLAND HOSPITAL,1999,,0.97
ALAMEDA,10846,HIGHLAND HOSPITAL,2000,,1.0
ALAMEDA,10846,HIGHLAND HOSPITAL,2001,,1.01
ALAMEDA,10846,HIGHLAND HOSPITAL,2002,,1.03
ALAMEDA,10846,HIGHLAND HOSPITAL,2003,,0.96
ALAMEDA,10846,HIGHLAND HOSPITAL,2004,,0.95
ALAMEDA,10846,HIGHLAND HOSPITAL,2005,,0.93
ALAMEDA,10846,HIGHLAND HOSPITAL,2006,,0.96
ALAMEDA,10846,HIGHLAND HOSPITAL,2007,,0.9699996245
ALAMEDA,10846,HIGHLAND HOSPITAL,2008,1.04,
ALAMEDA,10846,HIGHLAND HOSPITAL,2009,1.0259413162,
ALAMEDA,10846,HIGHLAND HOSPITAL,2010,1.03856638892622,
ALAMEDA,10846,HIGHLAND HOSPITAL,2011,1.06281989434265,
ALAMEDA,10846,HIGHLAND HOSPITAL,2012,1.08740697541815,
ALAMEDA,10846,HIGHLAND HOSPITAL,2013,1.12773099075297,
ALAMEDA,10846,HIGHLAND HOSPITAL,2014,1.17303879685571,
ALAMEDA,10846,HIGHLAND HOSPITAL,2015,1.2192947157410452,
ALAMEDA,10846,HIGHLAND HOSPITAL,2016,1.25119169770434,
ALAMEDA,10846,HIGHLAND HOSPITAL,2017,1.3078200749112894,
ALAMEDA,10846,HIGHLAND HOSPITAL,2018,1.378799213857429,
ALAMEDA,10846,HIGHLAND HOSPITAL,2019,1.4035230629539956,
ALAMEDA,10846,HIGHLAND HOSPITAL,2020,1.4482850867325807,
ALAMEDA,10846,HIGHLAND HOSPITAL,2021,1.4902653984781733,
ALAMEDA,10846,HIGHLAND HOSPITAL,2022,1.4920939455209221,
ALAMEDA,10846,HIGHLAND HOSPITAL,2023,1.4937137658142667,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,1996,,1.07
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,1997,,1.1
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,1998,,1.27
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,1999,,1.24
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2000,,1.29
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2001,,1.29
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2002,,1.31
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2003,,1.33
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2004,,1.24
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2005,,1.14
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2006,,1.19
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2007,,1.1983314496
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2008,1.34,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2009,1.3678904794,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2010,1.38268598853154,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2011,1.42016064543972,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2012,1.48122527710725,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2013,1.50464081527081,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2014,1.52700087469487,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2015,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2016,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2017,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2018,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2019,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2020,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2021,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2022,,
ALAMEDA,10856,KAISER FND HOSP - OAKLAND CAMPUS,2023,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,1996,,0.98
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,1997,,0.98
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,1998,,0.96
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,1999,,0.97
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2000,,0.98
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2001,,0.95
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2002,,0.96
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2003,,0.96
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2004,,0.97
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2005,,0.97
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2006,,0.98
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2007,,0.9702912167
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2008,1.01,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2009,1.1246019092,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2010,1.18728770482728,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2011,1.23287160029209,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2012,1.27737621564482,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2013,1.33131016329361,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2014,1.37885841355796,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2015,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2016,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2017,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2018,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2019,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2020,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2021,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2022,,
ALAMEDA,10858,KAISER FND HOSP - HAYWARD/FREMONT,2023,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,1996,,0.94
ALAMEDA,10869,LAUREL GROVE HOSPITAL,1997,,0.97
ALAMEDA,10869,LAUREL GROVE HOSPITAL,1998,,0.95
ALAMEDA,10869,LAUREL GROVE HOSPITAL,1999,,0.91
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2000,,0.86
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2001,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2002,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2003,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2004,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2005,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2006,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2007,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2008,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2009,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2010,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2011,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2012,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2013,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2014,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2015,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2016,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2017,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2018,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2019,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2020,,
ALAMEDA,10869,LAUREL GROVE HOSPITAL,2021,,
